request_id,function,size,type,status,latency_ms,ttfb_ms,execution_time_ms,system_overhead_ms,in_flight
0,mobilenet,small,cold,200,2430.9,2430.88,56.72,2374.16,1
1,resnet,small,cold,200,1856.14,1856.12,147.41,1708.71,2
2,mobilenet,small,warm,200,477.28,477.26,46.95,430.3,3
3,mobilenet,large,warm,200,35.5,35.48,27.24,8.24,1
4,mobilenet,large,warm,200,30.07,30.05,23.48,6.57,1
5,resnet,small,warm,200,149.71,149.69,142.82,6.87,1
6,mobilenet,small,warm,200,70.86,70.84,62.99,7.85,1
7,mobilenet,small,warm,200,38.15,38.13,31.48,6.65,1
8,mobilenet,large,warm,200,53.1,53.07,44.3,8.78,1
9,mobilenet,large,warm,200,61.48,61.46,51.45,10.01,1
10,resnet,small,warm,200,273.21,273.19,264.78,8.41,1
11,resnet,large,warm,200,151.11,151.09,144.15,6.93,1
12,resnet,small,warm,200,127.7,127.68,120.77,6.9,1
13,mobilenet,large,warm,200,38.91,38.89,27.45,11.45,1
14,resnet,medium,warm,200,140.09,140.07,133.0,7.07,1
15,resnet,small,warm,200,144.05,144.03,137.35,6.68,1
16,mobilenet,medium,warm,200,38.05,38.04,29.75,8.29,1
17,mobilenet,small,warm,200,51.16,51.15,42.19,8.96,1
18,resnet,small,warm,200,144.38,144.37,139.05,5.32,1
19,resnet,medium,warm,200,146.24,146.24,140.86,5.38,1
20,resnet,small,warm,200,240.96,240.95,235.36,5.58,1
21,resnet,large,warm,200,290.07,290.06,284.84,5.22,1
22,mobilenet,medium,warm,200,28.58,28.57,21.12,7.46,1
23,mobilenet,large,warm,200,67.05,67.04,52.64,14.4,1
24,resnet,large,warm,200,177.58,177.57,170.77,6.79,1
25,resnet,large,warm,200,162.74,162.71,155.75,6.96,1
26,mobilenet,large,warm,200,44.82,44.8,36.38,8.42,1
27,mobilenet,small,warm,200,37.45,37.42,28.01,9.42,1
28,mobilenet,medium,warm,200,33.48,33.47,22.99,10.48,1
29,mobilenet,small,warm,200,60.49,60.49,54.18,6.3,1
30,mobilenet,medium,warm,200,28.59,28.58,20.14,8.45,1
31,resnet,medium,warm,200,140.6,140.59,134.84,5.75,1
