index,request_id,function,size,type,status,latency_ms,ttfb_ms,output_transfer_ms,execution_time_ms,system_overhead_ms,in_flight
0,0,mobilenet,small,cold,200,2815.82,2815.81,0.01,90.33,2725.48,1
1,1,resnet,small,cold,200,3258.28,3258.27,0.0,337.41,2920.87,2
2,2,mobilenet,small,cold,200,3566.66,3566.66,0.01,29.83,3536.83,3
3,3,mobilenet,large,cold,200,3488.12,3488.11,0.01,31.96,3456.15,4
4,4,mobilenet,large,cold,200,2696.43,2696.43,0.0,60.8,2635.62,5
5,5,resnet,small,cold,200,9946.04,9946.03,0.01,194.44,9751.59,6
6,6,mobilenet,small,cold,200,2641.34,2641.34,0.0,48.59,2592.75,7
7,7,mobilenet,small,cold,200,2656.38,2656.38,0.0,60.56,2595.81,8
8,8,mobilenet,large,cold,200,2649.04,2649.04,0.0,41.49,2607.54,9
9,9,mobilenet,large,cold,200,2626.79,2626.79,0.01,26.27,2600.52,10
10,10,resnet,small,cold,200,5724.77,5724.77,0.01,335.08,5389.68,11
11,11,resnet,large,cold,200,4967.57,4967.56,0.0,299.49,4668.07,12
12,12,resnet,small,cold,200,4607.53,4607.52,0.01,297.53,4309.99,13
13,13,mobilenet,large,cold,200,2477.12,2477.12,0.01,48.09,2429.03,14
14,14,resnet,medium,cold,200,4207.42,4207.42,0.01,321.38,3886.04,15
15,15,resnet,small,cold,200,3840.3,3840.3,0.01,333.36,3506.94,16
16,16,mobilenet,medium,cold,200,2361.33,2361.33,0.0,38.08,2323.25,17
17,17,mobilenet,small,cold,200,2363.6,2363.59,0.0,48.76,2314.83,18
18,18,resnet,small,cold,200,6094.94,6094.93,0.01,433.58,5661.36,19
19,19,resnet,medium,cold,200,7256.71,7256.7,0.01,247.05,7009.65,20
20,20,resnet,small,cold,200,6969.01,6969.01,0.01,434.06,6534.94,21
21,21,resnet,large,cold,200,6479.7,6479.69,0.01,229.98,6249.71,22
22,22,mobilenet,medium,cold,200,2266.36,2266.36,0.0,44.01,2222.35,23
23,23,mobilenet,large,cold,200,2176.32,2176.32,0.0,36.23,2140.08,24
24,24,resnet,large,cold,200,6099.18,6099.18,0.01,295.41,5803.77,25
25,25,resnet,large,cold,200,3004.0,3003.99,0.0,383.95,2620.04,26
26,26,mobilenet,large,cold,200,1991.43,1991.43,0.01,46.91,1944.51,27
27,27,mobilenet,small,cold,200,2056.1,2056.09,0.0,39.21,2016.88,28
28,28,mobilenet,medium,cold,200,1840.45,1840.44,0.0,22.57,1817.87,29
29,29,mobilenet,small,cold,200,2368.64,2368.64,0.0,65.55,2303.09,30
30,30,mobilenet,medium,cold,200,2257.11,2257.1,0.0,39.83,2217.27,31
31,31,resnet,medium,cold,200,2312.81,2312.81,0.0,286.27,2026.53,32
32,32,resnet,small,cold,200,1979.02,1979.02,0.0,258.32,1720.7,33
33,33,resnet,medium,cold,200,4903.54,4903.54,0.01,190.35,4713.19,34
34,34,mobilenet,large,cold,200,1909.54,1909.53,0.01,27.35,1882.18,35
35,35,resnet,large,cold,200,9066.75,9066.75,0.01,263.19,8803.56,36
36,36,mobilenet,large,cold,200,1775.75,1775.74,0.0,19.57,1756.17,37
37,37,mobilenet,large,cold,200,1710.75,1710.75,0.0,17.68,1693.07,38
38,38,mobilenet,small,cold,200,1638.38,1638.37,0.01,17.68,1620.69,39
39,39,resnet,medium,cold,200,8603.75,8603.74,0.01,363.84,8239.9,40
40,40,resnet,large,cold,200,6382.1,6382.09,0.01,167.03,6215.06,41
41,41,mobilenet,large,cold,200,1465.06,1465.06,0.0,29.16,1435.9,42
42,42,resnet,small,cold,200,7891.53,7891.52,0.0,312.33,7579.19,43
43,43,mobilenet,small,cold,200,1337.95,1337.94,0.0,35.78,1302.16,44
44,44,resnet,medium,cold,200,7482.39,7482.39,0.01,386.18,7096.21,45
45,45,resnet,small,cold,200,7038.92,7038.91,0.01,242.52,6796.39,46
46,46,mobilenet,large,cold,200,1151.98,1151.98,0.0,38.85,1113.13,47
47,47,resnet,small,cold,200,9281.52,9281.51,0.0,243.01,9038.5,48
48,48,resnet,medium,cold,200,8988.64,8988.64,0.01,342.3,8646.34,49
49,49,resnet,small,cold,200,8595.75,8595.74,0.01,228.67,8367.07,50
50,50,resnet,small,cold,200,9408.08,9408.08,0.01,270.98,9137.09,51
51,51,mobilenet,large,cold,200,1157.39,1157.39,0.0,35.27,1122.12,52
52,52,resnet,large,cold,200,6444.88,6444.87,0.0,279.81,6165.06,53
